Battery_Temp_C,CPU_Temp_C,Ambient_Temp_C,CPU_Usage_Pct,GPU_Usage_Pct,RAM_Usage_GB,Storage_IO_MBps,Battery_Level_Pct,Charging_Voltage_mV,Charging_Current_mA,Is_Charging,Data_Throughput_Mbps,GPS_Active,Screen_Brightness_Pct,Refresh_Rate_Hz,Touch_Events_Per_Sec,Screen_On_Time_Mins,Background_Apps_Count,Overheating_Status
32.47,39.52,30.52,38.49,87.69,10.86,12.56,31.91,4203.08,3702.27,0,38.91,0,55,90,25.12,213.53,27,0
32.23,46.02,37.44,5.67,10.53,5.26,1.28,29.94,3523.15,3868.83,1,0.26,0,50,90,30.38,399.11,3,0
31.09,48.45,15.91,52.22,46.13,1.84,37.12,92.69,3619.07,2661.61,0,15.93,0,19,90,26.85,229.17,4,0
32.13,39.07,33.54,18.38,39.58,4.6,4.08,58.03,3726.63,1799.4,1,9.74,0,59,120,37.06,377.42,35,0
38.49,42.08,42.91,28.93,63.26,5.55,12.07,18.83,4044.12,1611.38,0,57.97,0,88,90,41.54,269.62,12,1
36.82,44.38,37.67,33.51,47.17,1.89,0.32,59.57,3843.43,535.01,0,39.51,0,9,120,29.74,535.57,23,0
37.35,44.6,44.55,38.85,90.73,9.84,14.47,34.6,4446.01,988.01,1,6.78,1,85,90,59.68,86.05,17,0
35.78,45.53,18.74,40.53,54.53,6.31,11.05,25.92,3684.9,2202.27,0,16.36,0,66,60,12.37,456.69,15,0
42.28,51.36,40.35,23.52,4.72,11.29,43.67,83.11,3674.43,1383.46,0,16.1,0,1,120,44.61,374.08,9,0
38.16,43.41,21.83,80.36,72.63,3.42,10.72,15.7,3886.34,1500.12,0,8.28,0,16,90,38.86,512.29,30,0
38.31,36.94,33.09,28.28,98.48,11.66,0.83,50.6,4258.15,4568.63,0,30.04,0,79,90,55.05,274.49,24,0
40.29,37.37,35.89,78.8,69.68,9.64,35.19,30.56,3743.69,2348.8,0,10.94,0,30,90,58.12,235.49,22,0
36.08,44.84,35.82,52.03,41.32,8.73,10.08,99.63,4253.4,3167.96,1,10.67,1,71,60,21.25,438.92,9,0
29.44,51.57,29.36,44.15,53.69,3.95,26.14,80.44,3878.64,2569.08,0,4.09,0,98,60,46.16,163.53,46,0
40.25,52.58,27.13,6.17,8.92,2.36,63.56,40.3,3820.03,3517.61,0,2.67,0,10,90,49.69,488.87,14,0
27.77,46.15,32.07,27.26,35.04,11.88,18.83,29.21,3866.3,4287.68,0,5.87,0,46,60,28.41,0.84,41,0
30.98,46.81,15.39,40.68,84.18,2.06,17.23,54.13,3536.31,2081.88,0,41.21,0,2,120,7.98,103.14,33,0
36.65,40.98,36.43,96.53,35.08,1.61,33.6,49.29,3910.1,2329.57,1,9.26,0,38,60,42.47,133.05,46,0
34.81,35.79,28.18,92.72,82.74,5.25,44.48,98.58,3833.45,4910.84,0,5.65,0,77,120,3.41,533.12,26,0
28.37,36.27,33.14,56.21,8.1,5.18,14.56,66.0,4022.2,3448.85,0,2.68,0,80,90,23.63,227.91,40,0
32.59,51.98,17.66,8.45,58.19,10.27,38.15,16.93,3904.0,3321.2,0,8.85,0,99,90,6.12,235.74,4,0
39.66,27.14,42.36,89.46,28.38,3.82,2.65,84.75,4374.75,3684.49,1,17.31,0,2,120,33.23,425.47,33,0
39.25,28.59,44.35,62.53,80.77,10.86,16.55,78.66,4020.65,4965.95,1,19.21,0,57,120,12.82,412.36,6,0
26.83,47.96,39.62,9.07,28.47,4.14,11.22,83.21,3600.48,2911.53,1,12.95,1,96,90,58.43,164.49,32,0
39.77,35.51,31.91,87.49,80.47,9.39,155.65,49.4,3748.74,2801.75,0,5.82,0,77,60,44.11,216.54,12,0
27.98,47.47,33.08,34.94,6.16,6.77,4.26,86.93,4332.55,4073.8,1,6.37,0,54,120,5.6,365.49,5,0
30.2,49.79,23.54,26.22,52.29,6.98,4.44,81.37,3551.64,1650.13,1,31.76,0,80,90,14.96,322.28,34,0
37.22,44.93,24.8,77.01,79.32,3.09,71.96,85.95,3541.34,2339.9,0,16.59,0,29,120,2.99,89.32,46,0
37.65,40.63,22.65,40.25,34.14,6.2,4.22,27.56,3652.27,4798.93,0,11.86,1,25,90,11.78,185.88,42,0
28.53,45.94,15.83,59.86,27.99,6.56,5.93,60.55,3671.87,1538.94,1,11.55,0,89,90,1.23,597.31,11,0
36.87,42.0,38.47,25.03,57.8,5.26,15.51,70.26,4118.41,4601.74,1,27.73,0,22,90,0.85,463.74,39,0
32.17,59.65,32.18,45.16,30.73,11.75,2.06,56.08,4395.99,1194.21,0,13.79,0,39,120,18.79,325.77,40,0
40.27,31.75,40.19,32.65,30.87,10.59,14.95,3.96,3765.02,1169.81,0,5.83,1,87,60,3.44,589.86,9,1
29.9,34.78,32.21,93.06,52.37,6.19,37.07,50.93,3525.17,4999.51,0,0.96,0,31,90,28.03,171.19,9,0
39.83,33.7,16.24,51.2,40.56,11.91,14.39,42.2,4469.89,3406.0,0,8.31,1,66,120,43.78,244.47,0,0
31.68,33.22,33.61,68.43,55.76,3.83,0.28,92.64,4224.55,4910.55,0,3.12,0,56,120,10.27,99.8,32,0
34.38,37.46,27.9,32.08,1.06,7.2,3.83,53.43,3790.33,4899.49,0,17.09,0,69,120,29.85,197.54,16,0
32.97,36.62,21.73,26.17,27.98,7.62,24.96,4.67,4119.48,2287.58,0,0.5,0,96,60,28.58,209.79,18,0
28.67,42.8,43.99,14.9,42.26,6.1,25.9,91.67,3628.65,4708.13,0,40.81,0,80,60,16.69,307.43,20,0
33.11,48.94,15.95,57.33,67.19,10.05,27.43,24.38,3703.89,826.19,0,0.52,1,59,90,6.05,586.08,0,0
38.89,39.2,40.72,86.09,24.29,8.04,15.33,73.24,4450.21,2013.09,0,12.47,0,28,60,30.49,525.0,10,0
35.0,28.33,30.57,46.78,23.95,1.12,31.63,63.6,3517.73,1367.36,1,5.76,0,34,120,44.86,504.05,40,0
36.62,39.37,27.03,61.07,88.06,6.7,51.54,79.49,3637.94,857.54,0,28.83,0,4,90,20.97,122.48,20,0
38.1,56.48,22.78,29.37,56.22,8.61,3.45,61.43,4336.24,4503.47,0,41.17,0,77,120,4.25,185.55,36,0
34.1,39.6,44.05,6.34,82.75,9.45,10.05,51.5,4101.71,3256.95,0,3.78,0,96,90,39.23,531.92,35,1
43.6,40.65,32.81,15.47,42.58,3.6,13.09,23.74,4392.43,2158.68,0,11.03,0,41,120,20.1,537.24,26,0
35.58,44.68,21.99,30.91,52.94,10.36,5.14,2.0,4258.06,3101.69,0,9.6,0,15,90,20.37,430.78,12,0
33.73,29.33,21.73,29.73,84.13,7.03,37.73,81.35,3968.76,2436.09,1,47.56,0,85,90,11.35,595.91,42,0
33.19,30.97,40.37,26.79,89.41,6.56,17.51,16.25,4362.33,2555.87,0,0.18,0,94,60,35.1,90.77,43,1
38.0,33.17,20.29,99.99,53.05,9.7,21.35,18.01,4361.32,3301.04,0,4.8,0,16,120,52.95,545.07,44,0
31.28,24.68,38.28,32.79,34.91,5.64,8.74,51.15,4227.33,4493.57,0,16.47,0,5,60,11.52,182.62,29,0
38.78,46.68,36.25,51.82,94.07,1.48,9.85,51.71,3574.42,1082.5,1,13.9,0,67,90,41.41,209.86,22,0
46.35,28.41,18.95,97.21,25.38,4.57,25.37,53.71,3626.77,2282.91,0,40.33,0,6,60,20.86,506.03,45,0
31.47,40.27,38.72,53.61,16.93,5.35,108.35,9.91,4125.89,1785.14,0,11.44,0,20,60,46.57,368.07,0,0
44.61,45.69,36.03,83.96,70.78,6.21,3.12,3.45,4114.82,2276.96,1,22.61,0,62,60,43.12,136.74,13,0
35.68,29.99,15.79,27.97,99.96,6.58,91.05,98.19,4476.21,805.3,1,25.55,0,7,120,6.69,42.68,31,0
38.44,36.46,30.35,53.96,11.67,7.29,10.71,29.58,4376.34,746.44,0,10.16,0,90,120,19.15,536.4,5,0
33.44,36.26,42.23,26.95,8.51,11.15,8.64,17.29,4383.55,4987.8,0,38.6,1,79,90,34.07,409.46,19,0
32.45,46.31,31.17,23.62,55.87,10.07,8.2,35.75,3793.48,2245.67,0,10.85,0,57,120,52.94,587.83,4,0
30.53,32.07,43.02,99.73,10.52,9.71,34.6,94.28,4102.98,951.5,1,2.9,1,41,120,33.44,299.23,14,0
35.59,54.14,16.62,91.37,7.53,9.4,49.73,7.94,3695.53,2438.51,0,7.78,0,55,90,59.81,126.07,41,0
35.01,57.6,20.34,10.06,31.19,5.6,23.53,31.97,4132.1,2184.61,0,10.49,0,57,120,17.6,5.68,5,0
35.97,26.86,19.96,19.12,80.75,2.42,2.33,26.03,3609.15,4378.81,0,10.38,0,20,90,46.99,564.14,47,0
38.14,49.61,43.2,60.17,20.47,1.62,72.03,52.09,4410.57,4605.6,0,0.07,0,50,60,4.54,215.76,17,0
40.16,40.16,38.03,55.3,30.66,9.66,2.76,9.65,4326.29,3175.01,0,7.69,0,86,60,33.85,514.18,37,0
31.69,41.46,19.35,60.98,71.41,8.08,0.68,38.19,4482.84,1792.7,1,9.61,0,90,90,30.58,570.4,17,0
32.26,43.01,18.73,83.26,1.6,4.1,20.34,15.22,3830.87,4814.39,1,8.23,0,73,90,8.28,231.75,41,1
42.39,40.84,30.31,47.98,15.24,9.2,50.73,84.64,3884.69,940.52,0,24.57,0,78,120,59.81,486.96,11,0
47.05,29.43,43.15,18.0,74.07,5.56,33.22,89.52,3995.38,4639.75,0,8.87,0,100,90,11.36,179.39,21,1
37.46,41.76,41.51,83.4,52.5,2.04,19.48,35.22,3811.43,3452.66,0,30.91,0,52,60,14.9,417.11,34,0
36.63,47.2,27.44,83.92,6.48,3.93,21.39,37.57,3705.45,4289.55,0,19.39,0,32,60,2.86,66.44,12,0
36.81,48.88,37.9,79.42,34.28,7.16,4.17,27.76,3669.36,1356.03,1,5.74,1,10,60,3.8,361.94,27,0
46.33,26.08,19.7,20.34,29.92,1.97,3.7,90.72,4159.32,3945.85,0,5.77,0,20,90,40.99,490.52,8,0
37.77,38.93,38.64,24.46,29.69,1.05,59.88,41.29,4259.52,2592.6,0,0.05,0,87,120,4.73,295.39,34,0
39.09,46.61,38.63,28.55,3.88,4.88,7.52,85.43,3501.56,2556.4,0,4.64,0,92,120,41.59,12.3,4,0
30.38,27.21,24.05,41.22,8.79,10.41,7.63,36.99,3508.01,1918.22,0,13.75,0,63,90,52.33,279.55,44,0
41.8,31.11,33.01,69.73,50.39,6.57,11.33,90.62,3830.52,3177.71,0,9.49,0,27,120,57.03,143.44,26,0
36.92,30.7,44.04,24.97,13.19,11.1,17.4,8.64,3720.48,4661.85,0,14.98,1,81,60,47.99,37.42,7,0
36.56,36.39,39.29,73.95,32.55,2.29,8.16,86.49,3589.43,3372.83,0,14.18,1,89,60,29.36,227.29,27,0
26.41,53.87,37.34,59.89,55.38,9.14,1.59,43.58,4085.94,4975.67,0,12.36,0,74,60,40.85,502.75,48,0
34.01,47.97,39.56,96.91,34.03,1.08,10.7,6.53,3541.5,4848.01,0,31.86,0,62,90,40.11,317.74,29,0
35.14,39.48,17.24,71.1,24.01,11.44,3.66,20.5,4317.58,4443.32,0,0.42,0,30,120,33.96,514.53,23,0
33.09,41.42,34.87,7.06,8.54,6.13,78.39,44.94,3767.61,2168.96,0,0.55,0,11,120,28.82,27.13,10,0
39.58,46.56,28.67,14.71,46.26,4.58,5.34,21.8,3953.81,1955.0,1,1.26,0,14,120,35.65,61.29,48,0
41.02,30.19,31.63,65.46,35.45,11.76,1.35,88.82,4234.36,1808.51,0,4.82,0,58,60,1.32,253.56,29,0
41.26,42.89,36.67,20.42,75.82,5.32,9.01,54.95,4247.98,753.94,0,7.82,0,6,120,15.22,585.16,43,0
38.02,37.07,23.94,76.71,84.33,8.86,49.6,46.31,3555.44,3620.35,0,31.9,0,78,120,1.26,301.69,46,0
37.05,38.32,34.91,28.26,86.2,5.67,76.84,8.83,3540.82,1027.84,0,66.38,0,13,60,40.3,266.49,38,0
36.85,49.09,20.46,66.53,86.91,1.26,85.68,98.38,3653.81,2645.36,0,17.04,0,67,120,30.59,415.52,6,0
39.01,30.23,26.06,98.23,72.71,9.07,34.3,37.26,4062.04,807.54,0,50.01,0,14,120,31.39,360.6,0,0
32.28,49.67,36.77,24.91,67.11,1.52,42.7,42.99,4360.05,4442.45,0,5.93,0,58,90,52.04,516.67,34,0
24.68,31.76,34.13,40.85,35.98,5.01,11.46,71.47,3783.3,3138.72,0,7.86,1,27,120,11.59,0.67,11,0
38.79,35.91,27.63,21.75,12.25,7.56,33.22,67.06,3852.61,2980.38,0,25.76,1,35,120,37.72,344.33,23,0
45.34,35.57,26.4,14.66,74.3,8.69,27.79,54.3,3797.72,826.95,1,4.44,0,19,60,14.23,356.61,19,0
27.46,42.2,40.04,51.42,56.63,7.94,53.62,94.57,4373.78,1473.18,0,2.54,0,69,60,47.37,255.43,7,0
24.8,37.63,23.44,9.96,21.58,7.56,3.43,38.56,3503.84,629.56,1,18.59,0,49,90,23.26,205.69,47,0
31.52,28.64,44.93,83.36,11.09,10.43,3.77,13.15,4107.34,4133.65,0,3.92,0,90,90,37.54,99.79,48,1
36.06,32.34,36.04,94.89,84.79,8.98,28.98,99.14,3932.59,2023.42,0,19.08,0,7,120,14.3,465.81,31,0
41.26,38.57,44.63,81.11,94.17,5.36,20.31,90.95,4283.54,607.37,0,10.29,0,42,60,31.59,174.39,9,0
42.37,35.61,33.76,87.19,81.99,3.64,1.0,54.52,4345.11,764.97,0,7.91,0,87,90,0.11,284.38,41,0
30.24,26.21,23.42,69.27,97.85,7.17,23.71,20.19,4200.52,4395.43,0,21.34,0,5,60,26.2,121.68,35,0
39.09,30.17,36.16,21.82,75.69,5.08,65.73,30.16,3694.14,4074.78,1,3.21,0,37,60,53.14,253.35,34,0
36.16,30.84,41.65,46.8,93.92,5.6,10.61,54.8,3846.75,4744.29,0,9.08,1,0,120,18.26,35.42,7,0
36.22,58.06,18.55,35.59,96.43,7.15,7.98,24.29,4395.0,679.53,0,13.22,0,67,90,56.16,136.04,34,0
35.42,29.79,39.48,62.75,58.86,10.42,15.97,52.29,3994.68,4968.49,0,1.18,0,56,90,16.86,169.51,21,0
35.62,33.15,26.4,76.61,1.46,9.69,34.78,3.37,4081.75,1471.98,1,0.55,0,0,60,59.91,484.43,32,0
39.92,42.88,29.09,49.24,52.04,5.15,0.29,65.48,4272.79,1857.52,0,2.15,0,66,120,15.77,188.6,33,0
35.8,45.47,16.14,59.6,61.54,11.71,20.49,75.68,3984.84,4036.2,0,15.35,1,37,90,55.7,51.53,40,0
28.68,39.55,39.17,92.84,54.95,7.89,3.52,34.44,3508.43,1767.7,0,7.11,0,93,60,44.25,598.1,31,0
47.08,49.82,40.64,81.43,36.66,1.95,6.33,54.27,4477.06,3940.96,1,1.95,0,49,60,5.3,292.26,37,0
36.32,42.38,21.1,34.52,99.94,11.89,36.82,96.61,3569.55,2298.28,0,5.64,0,58,60,28.17,593.56,40,0
43.68,41.89,16.6,73.04,0.47,10.51,11.53,95.46,4215.16,1411.19,0,34.57,1,90,60,59.15,512.16,27,0
39.2,28.57,42.58,92.15,41.73,3.12,0.21,96.85,4460.88,2669.19,1,42.93,0,83,90,48.48,203.73,34,0
34.85,34.55,23.25,20.23,27.3,6.77,7.26,74.06,3838.06,3610.62,1,5.82,0,48,120,4.58,346.97,34,0
34.42,40.93,20.45,46.12,67.42,11.81,33.94,38.36,3965.16,3658.66,0,23.93,0,48,90,55.1,129.58,11,0
41.11,53.55,28.39,15.63,34.33,3.19,25.44,36.22,3570.18,1731.25,1,14.4,1,84,90,23.83,154.54,12,0
37.07,44.15,19.89,8.6,0.61,7.36,9.61,46.0,3974.5,4920.86,0,8.68,0,31,90,12.83,470.25,33,0
36.28,36.98,41.15,24.46,3.96,11.4,16.85,85.72,3883.3,2337.4,0,1.69,0,100,60,37.8,506.65,33,1
42.92,47.19,40.23,35.78,99.31,10.93,29.13,74.28,3718.08,3298.16,1,7.26,0,44,90,41.36,452.56,41,0
27.49,32.06,42.89,58.52,25.15,11.52,2.39,12.34,3679.62,1439.75,0,0.68,0,96,60,32.92,348.04,15,1
37.99,44.61,40.14,85.66,55.87,3.86,14.91,9.88,3683.49,869.31,1,0.45,0,23,120,5.63,288.32,34,0
30.39,54.56,30.62,46.46,87.63,2.25,6.32,30.27,4412.23,4554.91,0,3.42,1,39,90,24.96,230.6,1,0
35.13,44.65,18.6,47.17,25.04,8.07,14.85,85.15,4069.03,1643.59,0,27.1,0,96,120,14.71,395.17,32,0
36.02,46.23,35.43,99.36,97.14,1.01,21.82,54.24,4333.64,4793.6,0,5.15,0,27,120,43.0,212.29,7,0
25.29,36.96,18.33,31.24,13.28,3.54,0.74,16.4,3798.24,2498.24,0,3.52,1,35,90,40.09,299.09,24,0
39.42,48.15,38.99,18.9,57.53,4.06,61.51,98.56,3607.98,1923.32,0,10.48,0,57,120,57.16,462.73,39,0
34.36,57.59,20.97,9.47,2.11,5.89,19.28,27.5,4300.11,4788.94,0,2.33,0,38,60,15.58,80.64,4,0
38.8,49.72,29.06,56.36,63.47,2.86,0.55,83.71,4095.13,4292.43,0,3.77,0,20,90,29.69,381.46,18,0
36.36,44.44,26.72,47.97,12.48,5.86,5.07,37.89,4083.4,3434.3,1,21.7,1,59,90,32.69,582.14,18,0
44.82,37.57,18.84,69.26,64.58,11.65,34.59,7.64,3795.23,2984.2,0,4.58,0,17,60,26.55,364.64,15,0
41.0,56.02,28.34,66.87,75.44,4.62,16.38,85.04,4276.62,3666.31,0,1.87,0,100,90,56.08,336.47,48,0
39.21,46.43,17.27,6.45,42.28,4.28,37.52,87.29,4278.78,690.43,0,12.77,1,37,60,19.41,288.11,34,0
41.35,48.3,40.11,68.23,78.74,8.71,18.87,21.9,4132.1,2873.36,0,19.8,0,84,60,5.21,129.57,13,0
32.65,33.05,18.65,44.16,70.85,4.55,17.84,53.69,3623.29,2103.48,1,65.19,0,27,120,29.73,14.21,17,0
41.31,57.77,26.98,20.58,13.15,2.52,3.4,2.28,4080.39,4981.89,1,7.12,0,97,90,33.9,567.84,12,0
37.18,48.09,28.72,42.08,61.38,10.14,24.86,90.39,4475.73,3391.51,0,38.05,0,76,120,5.71,552.98,30,0
46.21,46.33,26.56,81.79,38.58,1.99,6.76,85.47,3835.13,859.98,1,3.08,1,54,60,44.58,60.92,14,0
38.71,39.14,36.36,10.03,34.95,6.83,43.81,20.4,4204.93,1091.73,0,2.31,0,79,60,27.81,234.92,11,0
37.68,36.15,41.27,44.1,20.66,5.45,14.46,29.2,3994.11,4510.01,0,42.72,0,33,60,7.5,517.05,38,0
36.32,31.19,37.4,94.23,96.26,9.0,3.06,62.48,4332.0,3197.68,0,0.91,0,95,120,6.48,349.38,15,0
38.65,40.81,20.59,96.36,59.0,10.66,7.57,64.46,3897.28,1315.99,0,0.64,0,54,60,30.18,474.82,43,0
39.0,61.32,20.47,15.5,32.64,4.5,3.64,82.96,3973.29,812.96,0,23.01,0,50,90,46.89,444.68,17,0
36.28,42.74,24.45,62.24,60.49,4.65,47.22,55.67,3521.99,2814.36,1,6.19,0,10,120,4.95,356.02,44,0
29.83,49.57,37.17,80.35,77.26,8.03,5.82,67.39,4309.58,1892.8,0,8.82,0,72,60,33.4,66.52,28,0
31.13,39.13,42.34,24.0,21.6,11.05,6.68,72.6,4172.36,2673.12,0,0.05,0,32,90,0.8,485.76,24,0
48.09,39.96,19.14,46.19,34.0,9.71,23.07,36.82,3529.06,2061.37,0,13.26,0,77,60,8.19,188.73,5,1
31.6,39.5,35.95,36.81,37.79,11.09,9.19,22.0,4219.67,606.05,1,3.34,1,54,60,3.65,9.07,21,0
40.43,28.38,36.2,63.32,2.37,8.26,26.72,80.19,3925.31,3990.99,1,3.19,1,4,120,9.07,186.79,37,0
33.19,41.54,22.0,51.6,25.12,3.31,7.22,7.23,4039.09,3832.08,0,18.83,0,33,90,1.43,317.32,46,0
37.44,31.78,21.92,62.6,13.91,9.95,28.71,56.45,3574.96,1307.08,0,10.02,1,67,90,25.41,196.31,14,0
29.44,36.03,37.73,64.11,11.48,5.26,39.03,7.6,3677.94,3012.22,0,9.32,1,94,90,12.2,508.64,41,0
35.18,38.3,31.18,88.02,29.97,10.91,3.32,3.09,4486.99,1151.31,0,1.93,0,52,60,28.17,290.09,31,0
41.26,52.1,40.73,30.74,45.6,8.05,11.64,41.49,3856.9,1865.44,0,8.61,1,17,60,57.49,441.22,28,0
41.48,41.23,33.29,89.84,43.68,7.79,1.58,37.21,3824.6,1787.99,1,17.62,0,24,90,36.84,260.6,44,0
30.14,48.97,43.11,5.05,11.05,1.93,17.88,41.13,3776.58,679.98,0,3.98,0,33,120,25.87,429.48,25,0
33.8,48.3,36.75,47.24,12.53,10.4,5.39,22.6,3826.72,4180.23,0,0.6,0,85,120,45.91,61.95,19,0
35.41,48.94,43.25,73.83,47.25,10.09,3.76,50.26,3812.78,1992.44,1,24.76,0,96,120,3.98,431.1,7,1
36.75,46.5,28.76,66.09,24.96,8.55,10.84,85.46,4349.78,3891.25,1,14.93,0,56,60,54.66,396.75,4,0
31.39,63.67,22.28,65.83,42.54,1.35,30.04,47.98,4063.26,1947.1,0,10.43,0,1,90,44.75,0.79,22,0
44.01,58.84,28.71,42.53,80.12,4.4,26.59,28.21,4277.99,1711.48,0,13.39,0,15,60,44.79,536.43,6,0
41.35,37.03,34.91,12.02,89.21,10.77,5.97,80.8,4495.85,2004.68,0,2.93,0,28,60,25.99,297.0,28,0
34.86,41.5,15.19,86.9,89.69,7.75,24.64,97.13,4069.32,2118.72,0,22.04,0,33,120,47.74,399.81,2,0
36.63,60.32,23.38,94.1,94.37,5.18,46.45,58.56,3798.63,3980.71,0,4.18,1,33,60,18.67,501.36,47,0
37.84,45.38,36.88,54.87,73.52,8.18,14.25,65.93,4041.68,4545.44,0,13.48,0,67,120,59.79,333.6,35,0
32.25,33.89,27.18,27.94,80.99,9.38,10.22,88.27,4156.81,2169.56,0,16.71,0,11,60,6.18,292.39,3,0
31.81,36.86,41.75,48.64,56.88,2.27,40.49,8.87,4395.03,3086.87,0,5.6,0,70,90,51.73,407.92,38,0
36.08,29.01,27.84,7.45,60.26,1.61,0.92,1.09,4162.88,4311.67,1,0.46,0,46,120,0.79,499.79,47,0
41.48,38.9,31.87,66.1,38.65,11.69,13.12,55.53,4136.45,1173.28,1,3.01,0,36,90,47.31,449.33,18,0
34.19,54.1,24.58,61.06,48.17,3.41,11.94,95.46,4119.24,714.17,0,35.58,0,76,90,42.37,217.05,10,0
35.11,56.69,36.43,63.94,42.53,11.98,60.57,99.16,3549.64,3311.99,0,45.4,0,45,120,4.66,582.89,2,0
34.26,35.5,41.04,98.51,46.18,9.58,19.62,51.19,4274.27,2560.82,0,12.75,1,40,120,30.46,247.37,36,0
38.45,41.76,36.0,8.51,91.68,10.08,51.42,48.54,3907.75,828.77,0,20.93,0,77,120,17.24,442.73,4,0
37.72,48.18,24.56,61.26,28.31,2.61,8.63,39.53,3814.58,4961.68,1,26.38,0,59,60,20.83,363.51,3,0
27.71,34.06,42.23,15.64,44.21,8.26,71.37,35.36,3698.04,557.23,0,25.5,0,27,90,39.7,130.76,22,0
35.43,28.31,18.72,8.77,63.48,7.83,14.66,65.51,3512.46,2310.44,1,40.92,0,74,60,27.58,398.04,6,0
36.97,40.77,23.63,11.18,76.47,8.58,47.69,11.72,4431.05,1600.68,0,12.58,0,51,120,26.36,104.64,15,0
32.43,49.43,24.04,56.19,25.18,3.81,25.85,28.81,3622.52,3344.43,0,3.53,1,15,60,27.66,165.0,41,0
33.01,50.63,32.06,24.01,55.41,2.46,34.7,68.86,3791.03,4717.6,1,5.83,0,44,90,57.73,44.55,15,0
41.24,49.54,27.62,10.24,4.78,6.84,35.48,36.91,3923.9,962.27,1,33.48,0,59,90,18.78,264.63,27,0
38.36,26.15,15.08,62.41,30.41,11.22,9.73,27.41,3624.51,4506.87,1,16.91,0,16,120,18.87,96.83,5,0
39.27,40.03,30.52,56.92,78.22,5.9,27.03,85.8,4205.86,1255.53,0,0.69,0,58,90,4.1,51.48,9,0
38.96,44.08,20.59,67.48,37.41,6.55,17.75,66.21,3982.48,4143.93,0,22.92,0,51,90,0.89,72.14,48,0
44.09,42.72,15.56,16.98,91.99,1.23,8.11,73.05,4016.12,2745.24,0,3.43,1,83,90,40.1,530.49,22,0
35.52,30.54,43.77,20.9,13.8,11.1,33.89,52.87,4006.78,3164.92,0,6.94,0,54,90,23.46,121.59,15,0
41.34,41.43,30.45,32.97,63.62,5.04,42.18,14.82,4268.79,2856.49,1,56.63,0,32,90,19.76,580.2,35,0
44.22,45.22,22.17,85.13,17.03,6.83,9.8,90.89,3567.75,4255.6,0,3.01,0,96,120,36.1,584.48,31,0
30.57,32.62,30.57,53.9,31.71,4.85,5.13,21.48,3873.43,1044.31,0,7.13,0,71,120,39.39,218.58,34,0
34.29,45.48,17.0,72.01,88.96,11.09,9.88,16.29,4493.9,4022.03,0,18.39,0,62,60,45.94,20.38,33,0
34.27,40.53,28.4,88.68,62.87,9.37,3.18,43.6,3682.62,1991.44,0,20.56,1,70,120,28.09,473.22,19,0
38.97,39.05,24.7,73.3,22.71,8.6,10.71,33.14,4305.1,4570.1,0,2.5,0,24,90,30.16,561.36,8,0
30.72,31.5,25.03,60.03,59.39,2.69,39.66,82.17,3758.58,1054.57,1,24.97,0,70,120,54.4,337.7,21,0
47.89,45.97,22.46,10.39,85.0,4.27,11.55,36.07,4362.46,4814.45,0,29.21,0,46,60,15.47,269.54,46,0
30.56,45.1,27.79,12.63,85.28,11.19,16.28,66.88,4256.19,1631.95,1,4.32,0,59,60,56.28,161.63,23,0
41.7,42.86,32.24,8.91,29.16,1.02,0.83,21.66,4273.9,3670.74,1,6.02,0,13,90,18.82,123.83,8,0
35.9,48.57,16.42,95.06,72.05,6.95,32.6,81.58,4396.73,1488.52,1,8.11,0,7,60,51.17,467.42,8,0
31.47,42.49,16.26,52.6,54.02,2.56,81.2,54.65,3726.83,2524.65,0,19.3,0,3,60,11.31,329.92,40,0
32.1,40.1,34.33,70.22,35.78,9.15,2.25,63.66,4486.18,2703.74,0,3.78,1,60,90,33.06,579.5,43,0
42.41,29.49,24.28,15.1,25.68,7.09,1.49,13.62,3978.4,4404.2,1,2.67,1,16,90,5.07,295.13,42,0
39.82,37.45,16.96,92.75,2.93,11.99,24.47,26.53,4329.19,1343.32,1,20.25,0,79,60,34.76,97.17,41,0
42.64,23.13,15.83,31.99,99.79,7.84,39.59,93.75,4302.16,4522.93,0,1.04,0,19,90,53.21,86.21,41,0
44.64,37.99,37.54,74.27,72.85,4.53,3.27,32.25,4163.58,1589.18,1,0.95,1,27,90,36.37,444.47,16,0
28.6,44.8,24.25,48.57,43.61,3.67,23.13,46.92,4330.7,4330.61,0,2.58,1,73,90,17.79,366.18,11,0
34.41,43.87,42.78,33.23,8.76,1.32,4.23,74.86,3736.12,3682.87,0,14.73,0,93,90,7.94,538.63,16,1
36.59,49.73,37.24,7.48,31.94,6.5,1.63,12.02,3937.3,4649.04,0,17.88,1,18,90,48.34,16.8,45,0
39.77,45.6,34.49,90.39,29.87,8.96,2.68,49.19,4272.29,1488.43,0,38.33,1,17,120,55.59,208.54,41,0
32.41,50.02,41.35,93.77,86.76,3.01,6.92,18.19,3937.63,2032.23,0,19.93,0,60,90,45.09,144.68,48,0
31.91,40.5,15.96,99.84,63.18,4.67,21.38,4.63,4056.92,1597.45,0,5.17,0,36,120,28.2,518.95,26,0
40.26,29.6,30.24,53.5,99.95,6.34,20.45,78.83,3622.42,2203.96,0,0.69,0,43,60,31.47,435.97,0,0
38.79,42.96,18.22,30.36,26.72,6.73,38.57,32.03,4177.15,2593.03,0,5.09,0,47,90,9.38,523.18,34,0
